year,district,split,observed,predicted
2020,Kaoma,val,0.008484411602664776,0.004671664533498033
2021,Kaoma,val,0.015883881459369364,0.011557732421728853
2016,Kapiri Mposhi,val,0.06505064078184053,0.11731197833130766
2018,Kapiri Mposhi,val,-0.02497022563804896,0.008182529577270958
2019,Kapiri Mposhi,val,-0.046461244603382856,-0.03374501797602824
2020,Kapiri Mposhi,val,0.041255181284408304,0.0194247757339659
2021,Kapiri Mposhi,val,-0.07688655585399984,-0.050643766107028455
2016,Kaputa,val,0.10072021028766848,0.06670758249601276
2018,Kaputa,val,-0.03393434227548425,0.006454087285629989
2019,Kaputa,val,0.02175801277608308,0.005265470122081327
2020,Kaputa,val,-0.028645855624484684,-0.0581321509037693
2021,Kaputa,val,0.01937429461662815,-0.04596765583562503
2016,Kasama,val,-0.032229827053097626,-0.006130405870871014
2018,Kasama,val,-0.05323975496659539,-0.010170001792969386
2019,Kasama,val,-0.004789934420981301,0.010449617686057755
2020,Kasama,val,-0.007924805668567347,-0.038938419190034115
2021,Kasama,val,0.09237997436698309,0.0054030767423786045
2016,Kasempa,val,0.01986425739159825,0.03191727709187818
2018,Kasempa,val,-0.0123892235008225,0.019740614931924215
2019,Kasempa,val,-0.03218352689461501,-0.05763630504668958
2020,Kasempa,val,0.07769686328418246,-0.005854063195784203
2021,Kasempa,val,0.005485956624108446,-0.03971466448581104
2016,Katete,val,-0.05704107272669684,-0.025001321721380906
2018,Katete,val,-0.10258391751339696,-0.03240125918916305
2019,Katete,val,-0.005174424237560427,-0.0003334078476745833
2020,Katete,val,0.04736130820916251,0.04052333902413073
2021,Katete,val,0.06871359987716652,0.05118276170425284
2016,Kawambwa,val,-0.006721666146030092,0.036648232906718856
2018,Kawambwa,val,-0.01622604910455816,0.033121012409940365
2019,Kawambwa,val,-0.045043567813305985,0.005933650478168044
2020,Kawambwa,val,0.03605226979287024,0.002502078909120501
2021,Kawambwa,val,0.033763155079649776,0.02889368923611249
2016,Kazungula,val,-0.0009401478753898185,0.11519596373788316
2018,Kazungula,val,0.023386332586354086,0.13297899560248885
2019,Kazungula,val,-0.23909026401563774,-0.11075593268637296
2020,Kazungula,val,-0.010039563865596068,-0.027878830214169717
2021,Kazungula,val,0.07955266432408731,0.06565945750843102
2016,Kitwe,val,0.017202427897928363,0.0036374403716110965
2018,Kitwe,val,-0.028395098600322966,-0.02661831978515518
2019,Kitwe,val,-0.0653799092305336,-0.019650695176835205
2020,Kitwe,val,0.027489861722217568,-0.004872049790186654
2021,Kitwe,val,0.05876301963168096,0.01869598044853632
2016,Livingstone,val,-0.11038256518975266,0.04505582428343314
2018,Livingstone,val,-0.01190323992345435,0.12312366716145817
2019,Livingstone,val,-0.2126097085340825,-0.09133822845587991
2020,Livingstone,val,-0.012821939099029261,0.05847716077699787
2021,Livingstone,val,0.3015609824627298,0.18351216616022895
2016,Luangwa,val,-0.07868865670209617,-0.060284947119074395
2018,Luangwa,val,-0.05450931301429984,-0.038548086772375895
2019,Luangwa,val,0.001202173945985846,-0.0407414873939924
2020,Luangwa,val,0.02213055257213488,-0.025707327490162017
2021,Luangwa,val,0.08642633822063105,0.02274181160300838
2016,Luanshya,val,-0.04974653890143954,-0.018227714653361073
2018,Luanshya,val,0.0005985000627477532,-0.010391320119465447
2019,Luanshya,val,-0.0012279963243518877,-0.020924641234961214
2020,Luanshya,val,0.048718311810202364,-0.026769058863393664
2021,Luanshya,val,0.010687558574882794,0.002997120518126433
2016,Lufwanyama,val,0.061676326468179554,0.00897717868079696
2018,Lufwanyama,val,-0.08515628507349104,-0.0047419013855776685
2019,Lufwanyama,val,-0.020554426242923696,-0.029313222551403
2020,Lufwanyama,val,0.0014043852264460366,0.006905086931788337
2021,Lufwanyama,val,0.02183472150532295,0.005671540129322238
2016,Lukulu,val,0.06237463129711407,0.11258922595136764
2018,Lukulu,val,0.016134118328287206,0.1181396308508893
2019,Lukulu,val,-0.19419049796771773,-0.10524406951264156
2020,Lukulu,val,0.01930147257357262,0.020001267298017756
2021,Lukulu,val,0.03882877088724962,0.014117236458501674
2016,Lundazi,val,-0.030863392451041083,0.0421414264652815
2018,Lundazi,val,-0.0195823192971456,0.0804536775699258
2019,Lundazi,val,-0.030232015469764284,0.01898456803827743
2020,Lundazi,val,0.004463857331457488,0.031241498534293744
2021,Lundazi,val,-0.009002150436804968,0.0769186884098777
2016,Lusaka,val,0.28575833626474056,0.3075889613003468
2018,Lusaka,val,-0.04890191108766134,-0.003741425892320795
2019,Lusaka,val,-0.18433729165297597,-0.1369095834527179
2020,Lusaka,val,0.06649683969186704,-0.023786830938414154
2021,Lusaka,val,-0.07463079546867857,-0.04527236328738883
2016,Luwingu,val,-0.008630892805414625,-0.041674670794584645
2018,Luwingu,val,0.00929590629734045,0.024269599376984925
2019,Luwingu,val,-0.03901335025629438,-0.01948452282789638
2020,Luwingu,val,-0.052900445653144446,-0.07116609973900594
2021,Luwingu,val,0.0689904905636618,-0.038733185394117214
2016,Mambwe,val,-0.012151113456480012,0.03182526532198609
2018,Mambwe,val,-0.1139080494852942,-0.04609515703893265
2019,Mambwe,val,-0.023105431827734835,0.0015130704970278386
2020,Mambwe,val,-0.009916652507894308,0.008670795064142
2021,Mambwe,val,0.08590054648125162,0.06015509874680978
2016,Mansa,val,0.0027671197041942985,-0.021861609224198983
2018,Mansa,val,-0.009952234680169036,0.013893991416284768
2019,Mansa,val,0.0081639021161094,-0.022210166387566923
2020,Mansa,val,-0.03131612503480519,-0.03909107794876043
2021,Mansa,val,0.06939266451727477,-0.009544337274446115
2016,Masaiti,val,-0.013007163996516136,-0.0008865437395522355
2018,Masaiti,val,-0.054569404668463606,0.014458218553212845
2019,Masaiti,val,0.03488530552374136,-0.0033316915636208474
2020,Masaiti,val,0.037504758881595324,0.019227074353598966
2021,Masaiti,val,0.03470982206890272,-0.002078801852125903
2016,Mazabuka,val,0.10800138861033887,0.21463805290607002
2018,Mazabuka,val,-0.041571298919420074,0.04488671808663643
2019,Mazabuka,val,-0.24378542904262318,-0.051200853435388535
2020,Mazabuka,val,-0.01941967317105847,-0.06714109874589735
2021,Mazabuka,val,0.007225651958929213,0.12022451619416927
2016,Mbala,val,-0.044759358272086325,-0.036815051720891515
2018,Mbala,val,0.01843659481257154,-0.01174248225175437
2019,Mbala,val,-0.07279346794300295,-0.053260645184196063
2020,Mbala,val,0.002850933920634069,-0.03789216174747796
2021,Mbala,val,0.051684393989365196,-0.040556000007775775
2016,Milenge,val,-0.027734035402102952,-0.0039840014738056605
2018,Milenge,val,0.009533139694783754,-0.018333586904153203
2019,Milenge,val,0.030881160972409005,0.02121949160106964
2020,Milenge,val,-0.09843849982216535,-0.042287995907419246
2021,Milenge,val,0.05927225896627675,-0.03519267320392266
2016,Mkushi,val,0.06935315956127841,0.12314664610008662
2018,Mkushi,val,-0.045992407234410226,-0.016882184823253647
2019,Mkushi,val,-0.0653030786622607,-0.05835889239592632
2020,Mkushi,val,-0.02275146920328086,-0.06623977309454009
2021,Mkushi,val,0.03925475818642554,-0.004811185429539481
2016,Mongu,val,0.09128751785134961,0.11571328326659219
2018,Mongu,val,-0.04430808109374346,0.004348153709968733
2019,Mongu,val,-0.09117018042011904,-0.080838800110972
2020,Mongu,val,-0.01650198257861965,-0.006683249864160173
2021,Mongu,val,0.0656941988872147,0.004021013426622193
2016,Monze,val,0.015838327683480424,0.0778751656619392
2018,Monze,val,-0.05847981405865316,0.06669842530186001
2019,Monze,val,-0.3006348887122329,-0.12685843501592242
2020,Monze,val,0.08770094878561147,0.09221728975021332
2021,Monze,val,0.12417754994695707,0.13857029285387526
2016,Mpika,val,0.011708896810144198,-0.006956807344698198
2018,Mpika,val,-0.014382781990816107,0.038694598045937736
2019,Mpika,val,-0.011943090644971566,-0.01505904860646659
2020,Mpika,val,-0.026181790074250588,-0.002955235215914737
2021,Mpika,val,0.010866795298649978,0.010689121164860448
2016,Mpongwe,val,0.031854011583761,0.12189017085614583
2018,Mpongwe,val,-0.03755336764425665,0.0011850869118666587
2019,Mpongwe,val,-0.017756211539132427,0.037248067938373416
2020,Mpongwe,val,-0.013990550764812593,0.04069692909237238
2021,Mpongwe,val,-0.04408563149014422,0.04391822501734091
2016,Mporokoso,val,-0.003791157891677832,0.011614462087053693
2018,Mporokoso,val,-0.04781861774546037,0.046987461243130885
2019,Mporokoso,val,0.007120547877355721,-0.026018264922813776
2020,Mporokoso,val,0.01980404973331118,-0.04080581031524143
2021,Mporokoso,val,0.028631112227227917,-0.01608432852028463
2016,Mpulungu,val,0.03683089264854944,0.13898958436551384
2018,Mpulungu,val,-0.021701460733692834,0.0041809436116729895
2019,Mpulungu,val,-0.1344963699293199,-0.05875101162047659
2020,Mpulungu,val,-0.04082210742966896,-0.017025643376529606
2021,Mpulungu,val,0.13682681027617016,0.053663727413104004
2016,Mufulira,val,0.03696879366479566,0.0334475026728145
2018,Mufulira,val,-0.0070478941559714015,-0.011904322260639828
2019,Mufulira,val,-0.047279386366956055,-0.04376044415949491
2020,Mufulira,val,0.011839049041168725,-0.04292931953766119
2021,Mufulira,val,0.03361112806286881,-0.048594750573828775
2016,Mufumbwe,val,0.061943861863204996,0.0037097347316938306
2018,Mufumbwe,val,0.015688250225751266,0.014104537345577588
2019,Mufumbwe,val,-0.033528483787962804,-0.019488263890269013
2020,Mufumbwe,val,0.035415819962917316,-0.008834057609687768
2021,Mufumbwe,val,-0.050942104647867414,-0.09090320360542974
2016,Mumbwa,val,0.12156673375469507,0.21766960105477862
2018,Mumbwa,val,0.03320206764054545,0.08596390600143894
2019,Mumbwa,val,-0.2017147138925714,-0.08210806771429285
2020,Mumbwa,val,-0.06081671698515351,-0.06710979834199805
2021,Mumbwa,val,0.03628475541698717,0.03930418944826854
2016,Mungwi,val,0.04053847464789806,-0.004154634701516394
2018,Mungwi,val,0.022016297279899733,0.015371680264228835
2019,Mungwi,val,-0.038572439419392146,-0.04897723937426641
2020,Mungwi,val,-0.016711330922902445,-0.07087185979882524
2021,Mungwi,val,0.0017811565889718217,-0.04107147112232587
2016,Mwense,val,0.046674824489016054,0.03474064673925495
2018,Mwense,val,0.003138693611094534,-0.014154010797540785
2019,Mwense,val,0.007101354800846171,0.01919271676539773
2020,Mwense,val,-0.09119929499621493,-0.038461968664372154
2021,Mwense,val,0.019596316188457696,-0.017780730765582335
2016,Mwinilunga,val,0.01926190825989782,0.024989867110724324
2018,Mwinilunga,val,-0.009439418595545312,-0.017851900535928826
2019,Mwinilunga,val,0.04455539335719794,0.025207240761522417
2020,Mwinilunga,val,-0.05030456214735357,-0.025133811752423456
2021,Mwinilunga,val,0.011404513245912518,-0.03683793201885468
2016,Namwala,val,0.09293313074838766,0.12803582867552885
2018,Namwala,val,-0.09380961556396841,-0.015158965187517214
2019,Namwala,val,-0.19312256636596004,-0.09196135843833411
2020,Namwala,val,0.14707350064399277,-0.03421941479702556
2021,Namwala,val,0.012190710288998985,0.043900714928185154
2016,Nchelenge,val,0.04824421469187501,-0.01803287761155977
2018,Nchelenge,val,-0.012657735216592247,0.013909440783522659
2019,Nchelenge,val,-0.09028571993745071,-0.04723889388285846
2020,Nchelenge,val,0.030605240865464234,-0.04710528094150031
2021,Nchelenge,val,0.023311400489963163,-0.015948788414789673
2016,Ndola,val,0.08484009464684772,-0.0016696868733883756
2018,Ndola,val,0.031308227848429016,-0.045785107267996505
2019,Ndola,val,-0.024136210614493114,-0.04857750972422885
2020,Ndola,val,-0.060093917555792964,0.008423799888713692
2021,Ndola,val,0.019317402001094885,0.02725451355938103
2016,Nyimba,val,0.007253200941417903,-0.013383411312775885
2018,Nyimba,val,0.01780243890217348,0.0019878168516681213
2019,Nyimba,val,-0.07063121950296164,-0.03307169689662289
2020,Nyimba,val,0.05482825191210294,0.0015780570407317388
2021,Nyimba,val,-0.037289162951090304,-0.02082215039833902
2016,Petauke,val,0.0018424543747271316,0.08674379976699957
2018,Petauke,val,-0.04265895063060693,0.05434475551454795
2019,Petauke,val,-0.024166866884346327,-0.06450348991139371
2020,Petauke,val,-0.0027512563733458895,-0.0011114134595208575
2021,Petauke,val,0.057222942483706185,0.016003723624155183
2016,Samfya,val,0.030641446254394578,0.003533156622175238
2018,Samfya,val,0.010481176639091316,-0.0193013305127213
2019,Samfya,val,-0.06691981839586769,0.019250968990199364
2020,Samfya,val,-0.04933325206634864,-0.018346046679098865
2021,Samfya,val,0.06352281240036273,0.02846416311989964
2016,Senanga,val,0.050221275504431506,0.1554390552396193
2018,Senanga,val,0.021741300816232295,0.07442100832195356
2019,Senanga,val,-0.14532719662210475,-0.0780748784298333
2020,Senanga,val,-0.010545672263687467,0.011072913086461729
2021,Senanga,val,0.03733137984076276,0.028363624307773103
2016,Serenje,val,-0.0008647299901916039,-0.0027341082285845695
2018,Serenje,val,-0.01671299864337239,0.027002974438484015
2019,Serenje,val,-0.01563954426908165,-0.009907767523311293
2020,Serenje,val,0.043923845920246896,0.00570804875628844
2021,Serenje,val,0.02963142113710704,-0.0628391307423961
2016,Sesheke,val,0.00032465912105758554,0.011042947354813329
2018,Sesheke,val,-0.005594782646794028,0.02925229697904062
2019,Sesheke,val,-0.1384098047077499,-0.062453740271204934
2020,Sesheke,val,0.13571320535388554,0.05143937918092063
2021,Sesheke,val,0.005724436678255229,-0.05706310349012034
2016,Shangombo,val,-0.006879981411118813,0.05691506592756513
2018,Shangombo,val,-0.0221275975306863,0.059824882807673126
2019,Shangombo,val,-0.15835491091276274,-0.10707578417591626
2020,Shangombo,val,0.07107168665151262,-0.018713140737654583
2021,Shangombo,val,0.07412376423798991,0.062487448163771615
2016,Siavonga,val,0.11174494916593461,0.14907762732255322
2018,Siavonga,val,-0.05006534160341386,-0.005287683750368172
2019,Siavonga,val,-0.21114262226355143,-0.11539483375936593
2020,Siavonga,val,-0.0552889854068396,-0.118677369563621
2021,Siavonga,val,0.13102791236552105,0.009821177385490333
2016,Sinazongwe,val,0.12424594577414325,0.0920483254739255
2018,Sinazongwe,val,-9.332230232353411e-05,0.13738639090701035
2019,Sinazongwe,val,-0.20594351613941903,-0.04469996267374438
2020,Sinazongwe,val,-0.02114249690259415,-0.020957096916896005
2021,Sinazongwe,val,0.015272830989983693,0.08910975658130899
2016,Solwezi,val,-0.03953235889702372,-0.02625789073194735
2018,Solwezi,val,0.014923579245328278,-0.007626021621105213
2019,Solwezi,val,0.0377610073585552,-0.025704160703895702
2020,Solwezi,val,0.027622444934275014,-0.03916270332083502
2021,Solwezi,val,0.05467880567423006,-0.02780213579949587
2016,Zambezi,val,-0.001182061450670291,0.036868154403501795
2018,Zambezi,val,-0.017917294497497904,0.022497166730641425
2019,Zambezi,val,-0.09715912548939759,-0.09232559949017063
2020,Zambezi,val,-0.006902940244633449,-0.0321169760413641
2021,Zambezi,val,0.16347783253790105,0.016758245988518307
2016,Chadiza,val,-0.04500869153683784,-0.09752893231770031
2017,Chadiza,val,0.08529937368543739,0.04496024125530434
2019,Chadiza,val,-0.008177799096902083,-0.05387215108942477
2020,Chadiza,val,0.05563018980761636,-0.00171460396993445
2021,Chadiza,val,0.05452728745231439,-0.015167740880379529
2016,Chama,val,-0.11642532291242169,-0.10082143410886445
2017,Chama,val,0.04952194102600632,0.04918231157199471
2019,Chama,val,-0.017122818128681383,0.006169066452296417
2020,Chama,val,0.06215156054406096,0.04107062777080178
2021,Chama,val,0.06571082492852626,0.0374997849557737
2016,Chavuma,val,0.06421685499050533,-0.0019770543256738184
2017,Chavuma,val,-0.01242421553577333,-0.005810192629165628
2019,Chavuma,val,-0.15688900928295585,-0.12265235351362536
2020,Chavuma,val,0.020765888502522145,-0.00905692755854791
2021,Chavuma,val,0.12304610059548338,0.03943285609630994
2016,Chibombo,val,0.09182583199266792,0.10674464695839214
2017,Chibombo,val,0.023658590012316405,0.09626965206541196
2019,Chibombo,val,-0.15218726589584697,-0.0903531697546239
2020,Chibombo,val,-0.01458371625716881,-0.11950567303922269
2021,Chibombo,val,0.039036597466846734,0.04335585294413625
2016,Chiengi,val,0.0649594197716385,0.054903891828071344
2017,Chiengi,val,-0.044073255707390124,0.010828177589824399
2019,Chiengi,val,-0.014224826206661156,0.009049184758610553
2020,Chiengi,val,0.04911110621528597,0.0597449494677402
2021,Chiengi,val,-0.015442112714791345,0.009211110503255423
2016,Chililabombwe,val,-0.00961735252386009,0.0062381987904683075
2017,Chililabombwe,val,-0.08861688755559372,-0.029263068232404196
2019,Chililabombwe,val,-0.008046739459111052,0.03833467002749359
2020,Chililabombwe,val,0.0019528593796006577,0.03322359551436542
2021,Chililabombwe,val,0.12251069499143918,0.14496458748105379
2016,Chilubi,val,-0.04678806177930883,-0.04491335718385988
2017,Chilubi,val,0.07177876218263068,0.06710650530773422
2019,Chilubi,val,0.053913051604069784,0.009673015717895746
2020,Chilubi,val,-0.07179418558608508,0.03140846500094255
2021,Chilubi,val,-0.002857167735820898,0.014835325506921685
2016,Chingola,val,0.0031081262542749233,-0.039873840591906386
2017,Chingola,val,-0.053977591498097666,-0.062232695313841686
2019,Chingola,val,-0.05937810115219566,-0.0386601199115256
2020,Chingola,val,-0.007916342904599305,-0.00336964787175411
2021,Chingola,val,0.1913712602062546,0.0687572479225046
2016,Chinsali,val,-0.019616539804436783,0.012656477183053105
2017,Chinsali,val,0.06672188621414998,0.12475862492941883
2019,Chinsali,val,-0.0500104368714408,0.029824307172353126
2020,Chinsali,val,-0.01728867621466823,0.03215633523829033
2021,Chinsali,val,0.028550987081559898,0.009544289792033155
2016,Chipata,val,-0.0278419219882296,-0.02668383280037883
2017,Chipata,val,0.008510319327628468,0.061473860517562415
2019,Chipata,val,-0.04748836788119465,-0.034729328363232496
2020,Chipata,val,0.04348630170907841,0.010067028310715462
2021,Chipata,val,0.05130519243434972,0.007825204369470797
2016,Choma,val,0.0770342262082171,0.04249681376742728
2017,Choma,val,0.10992595138816114,0.07294829198083372
2019,Choma,val,-0.3001630538629537,-0.1740598787793636
2020,Choma,val,0.05999103323829014,-0.07811834282837599
